id_data;data;dia_semana;dia;mes;ano;trimeste
714;2014-12-15;2;15;12;2014;4
715;2014-12-16;3;16;12;2014;4
716;2014-12-17;4;17;12;2014;4
717;2014-12-18;5;18;12;2014;4
718;2014-12-19;6;19;12;2014;4
719;2014-12-20;7;20;12;2014;4
720;2014-12-21;1;21;12;2014;4
721;2014-12-22;2;22;12;2014;4
722;2014-12-23;3;23;12;2014;4
723;2014-12-24;4;24;12;2014;4
724;2014-12-25;5;25;12;2014;4
725;2014-12-26;6;26;12;2014;4
726;2014-12-27;7;27;12;2014;4
727;2014-12-28;1;28;12;2014;4
728;2014-12-29;2;29;12;2014;4
729;2014-12-30;3;30;12;2014;4
730;2014-12-31;4;31;12;2014;4
731;2015-01-01;5;1;1;2015;1
732;2015-01-02;6;2;1;2015;1
733;2015-01-03;7;3;1;2015;1
734;2015-01-04;1;4;1;2015;1
735;2015-01-05;2;5;1;2015;1
736;2015-01-06;3;6;1;2015;1
737;2015-01-07;4;7;1;2015;1
738;2015-01-08;5;8;1;2015;1
739;2015-01-09;6;9;1;2015;1
740;2015-01-10;7;10;1;2015;1
741;2015-01-11;1;11;1;2015;1
742;2015-01-12;2;12;1;2015;1
743;2015-01-13;3;13;1;2015;1
744;2015-01-14;4;14;1;2015;1
745;2015-01-15;5;15;1;2015;1
746;2015-01-16;6;16;1;2015;1
747;2015-01-17;7;17;1;2015;1
748;2015-01-18;1;18;1;2015;1
749;2015-01-19;2;19;1;2015;1
750;2015-01-20;3;20;1;2015;1
751;2015-01-21;4;21;1;2015;1
752;2015-01-22;5;22;1;2015;1
753;2015-01-23;6;23;1;2015;1
754;2015-01-24;7;24;1;2015;1
755;2015-01-25;1;25;1;2015;1
756;2015-01-26;2;26;1;2015;1
757;2015-01-27;3;27;1;2015;1
758;2015-01-28;4;28;1;2015;1
759;2015-01-29;5;29;1;2015;1
760;2015-01-30;6;30;1;2015;1
761;2015-01-31;7;31;1;2015;1
762;2015-02-01;1;1;2;2015;1
763;2015-02-02;2;2;2;2015;1
764;2015-02-03;3;3;2;2015;1
765;2015-02-04;4;4;2;2015;1
766;2015-02-05;5;5;2;2015;1
767;2015-02-06;6;6;2;2015;1
768;2015-02-07;7;7;2;2015;1
769;2015-02-08;1;8;2;2015;1
770;2015-02-09;2;9;2;2015;1
771;2015-02-10;3;10;2;2015;1
772;2015-02-11;4;11;2;2015;1
773;2015-02-12;5;12;2;2015;1
774;2015-02-13;6;13;2;2015;1
775;2015-02-14;7;14;2;2015;1
776;2015-02-15;1;15;2;2015;1
777;2015-02-16;2;16;2;2015;1
778;2015-02-17;3;17;2;2015;1
779;2015-02-18;4;18;2;2015;1
780;2015-02-19;5;19;2;2015;1
781;2015-02-20;6;20;2;2015;1
782;2015-02-21;7;21;2;2015;1
783;2015-02-22;1;22;2;2015;1
784;2015-02-23;2;23;2;2015;1
785;2015-02-24;3;24;2;2015;1
786;2015-02-25;4;25;2;2015;1
787;2015-02-26;5;26;2;2015;1
788;2015-02-27;6;27;2;2015;1
789;2015-02-28;7;28;2;2015;1
790;2015-03-01;1;1;3;2015;1
791;2015-03-02;2;2;3;2015;1
792;2015-03-03;3;3;3;2015;1
793;2015-03-04;4;4;3;2015;1
794;2015-03-05;5;5;3;2015;1
795;2015-03-06;6;6;3;2015;1
796;2015-03-07;7;7;3;2015;1
797;2015-03-08;1;8;3;2015;1
798;2015-03-09;2;9;3;2015;1
799;2015-03-10;3;10;3;2015;1
800;2015-03-11;4;11;3;2015;1
801;2015-03-12;5;12;3;2015;1
802;2015-03-13;6;13;3;2015;1
803;2015-03-14;7;14;3;2015;1
804;2015-03-15;1;15;3;2015;1
805;2015-03-16;2;16;3;2015;1
806;2015-03-17;3;17;3;2015;1
807;2015-03-18;4;18;3;2015;1
808;2015-03-19;5;19;3;2015;1
809;2015-03-20;6;20;3;2015;1
810;2015-03-21;7;21;3;2015;1
811;2015-03-22;1;22;3;2015;1
812;2015-03-23;2;23;3;2015;1
813;2015-03-24;3;24;3;2015;1
814;2015-03-25;4;25;3;2015;1
815;2015-03-26;5;26;3;2015;1
816;2015-03-27;6;27;3;2015;1
817;2015-03-28;7;28;3;2015;1
818;2015-03-29;1;29;3;2015;1
819;2015-03-30;2;30;3;2015;1
820;2015-03-31;3;31;3;2015;1
821;2015-04-01;4;1;4;2015;2
822;2015-04-02;5;2;4;2015;2
823;2015-04-03;6;3;4;2015;2
824;2015-04-04;7;4;4;2015;2
825;2015-04-05;1;5;4;2015;2
826;2015-04-06;2;6;4;2015;2
827;2015-04-07;3;7;4;2015;2
828;2015-04-08;4;8;4;2015;2
829;2015-04-09;5;9;4;2015;2
830;2015-04-10;6;10;4;2015;2
831;2015-04-11;7;11;4;2015;2
832;2015-04-12;1;12;4;2015;2
833;2015-04-13;2;13;4;2015;2
834;2015-04-14;3;14;4;2015;2
835;2015-04-15;4;15;4;2015;2
836;2015-04-16;5;16;4;2015;2
837;2015-04-17;6;17;4;2015;2
838;2015-04-18;7;18;4;2015;2
839;2015-04-19;1;19;4;2015;2
840;2015-04-20;2;20;4;2015;2
841;2015-04-21;3;21;4;2015;2
842;2015-04-22;4;22;4;2015;2
843;2015-04-23;5;23;4;2015;2
844;2015-04-24;6;24;4;2015;2
845;2015-04-25;7;25;4;2015;2
846;2015-04-26;1;26;4;2015;2
847;2015-04-27;2;27;4;2015;2
848;2015-04-28;3;28;4;2015;2
849;2015-04-29;4;29;4;2015;2
850;2015-04-30;5;30;4;2015;2
851;2015-05-01;6;1;5;2015;2
852;2015-05-02;7;2;5;2015;2
853;2015-05-03;1;3;5;2015;2
854;2015-05-04;2;4;5;2015;2
855;2015-05-05;3;5;5;2015;2
856;2015-05-06;4;6;5;2015;2
857;2015-05-07;5;7;5;2015;2
858;2015-05-08;6;8;5;2015;2
859;2015-05-09;7;9;5;2015;2
860;2015-05-10;1;10;5;2015;2
861;2015-05-11;2;11;5;2015;2
862;2015-05-12;3;12;5;2015;2
863;2015-05-13;4;13;5;2015;2
864;2015-05-14;5;14;5;2015;2
865;2015-05-15;6;15;5;2015;2
866;2015-05-16;7;16;5;2015;2
867;2015-05-17;1;17;5;2015;2
868;2015-05-18;2;18;5;2015;2
869;2015-05-19;3;19;5;2015;2
870;2015-05-20;4;20;5;2015;2
871;2015-05-21;5;21;5;2015;2
872;2015-05-22;6;22;5;2015;2
873;2015-05-23;7;23;5;2015;2
874;2015-05-24;1;24;5;2015;2
875;2015-05-25;2;25;5;2015;2
876;2015-05-26;3;26;5;2015;2
877;2015-05-27;4;27;5;2015;2
878;2015-05-28;5;28;5;2015;2
879;2015-05-29;6;29;5;2015;2
880;2015-05-30;7;30;5;2015;2
881;2015-05-31;1;31;5;2015;2
882;2015-06-01;2;1;6;2015;2
883;2015-06-02;3;2;6;2015;2
884;2015-06-03;4;3;6;2015;2
885;2015-06-04;5;4;6;2015;2
886;2015-06-05;6;5;6;2015;2
887;2015-06-06;7;6;6;2015;2
888;2015-06-07;1;7;6;2015;2
889;2015-06-08;2;8;6;2015;2
890;2015-06-09;3;9;6;2015;2
891;2015-06-10;4;10;6;2015;2
892;2015-06-11;5;11;6;2015;2
893;2015-06-12;6;12;6;2015;2
894;2015-06-13;7;13;6;2015;2
895;2015-06-14;1;14;6;2015;2
896;2015-06-15;2;15;6;2015;2
897;2015-06-16;3;16;6;2015;2
898;2015-06-17;4;17;6;2015;2
899;2015-06-18;5;18;6;2015;2
900;2015-06-19;6;19;6;2015;2
901;2015-06-20;7;20;6;2015;2
902;2015-06-21;1;21;6;2015;2
903;2015-06-22;2;22;6;2015;2
904;2015-06-23;3;23;6;2015;2
905;2015-06-24;4;24;6;2015;2
906;2015-06-25;5;25;6;2015;2
907;2015-06-26;6;26;6;2015;2
908;2015-06-27;7;27;6;2015;2
909;2015-06-28;1;28;6;2015;2
910;2015-06-29;2;29;6;2015;2
911;2015-06-30;3;30;6;2015;2
912;2015-07-01;4;1;7;2015;3
913;2015-07-02;5;2;7;2015;3
914;2015-07-03;6;3;7;2015;3
915;2015-07-04;7;4;7;2015;3
916;2015-07-05;1;5;7;2015;3
917;2015-07-06;2;6;7;2015;3
918;2015-07-07;3;7;7;2015;3
919;2015-07-08;4;8;7;2015;3
920;2015-07-09;5;9;7;2015;3
921;2015-07-10;6;10;7;2015;3
922;2015-07-11;7;11;7;2015;3
923;2015-07-12;1;12;7;2015;3
924;2015-07-13;2;13;7;2015;3
925;2015-07-14;3;14;7;2015;3
926;2015-07-15;4;15;7;2015;3
927;2015-07-16;5;16;7;2015;3
928;2015-07-17;6;17;7;2015;3
929;2015-07-18;7;18;7;2015;3
930;2015-07-19;1;19;7;2015;3
931;2015-07-20;2;20;7;2015;3
932;2015-07-21;3;21;7;2015;3
933;2015-07-22;4;22;7;2015;3
934;2015-07-23;5;23;7;2015;3
935;2015-07-24;6;24;7;2015;3
936;2015-07-25;7;25;7;2015;3
937;2015-07-26;1;26;7;2015;3
938;2015-07-27;2;27;7;2015;3
939;2015-07-28;3;28;7;2015;3
940;2015-07-29;4;29;7;2015;3
941;2015-07-30;5;30;7;2015;3
942;2015-07-31;6;31;7;2015;3
943;2015-08-01;7;1;8;2015;3
944;2015-08-02;1;2;8;2015;3
945;2015-08-03;2;3;8;2015;3
946;2015-08-04;3;4;8;2015;3
947;2015-08-05;4;5;8;2015;3
948;2015-08-06;5;6;8;2015;3
949;2015-08-07;6;7;8;2015;3
950;2015-08-08;7;8;8;2015;3
951;2015-08-09;1;9;8;2015;3
952;2015-08-10;2;10;8;2015;3
953;2015-08-11;3;11;8;2015;3
954;2015-08-12;4;12;8;2015;3
955;2015-08-13;5;13;8;2015;3
956;2015-08-14;6;14;8;2015;3
957;2015-08-15;7;15;8;2015;3
958;2015-08-16;1;16;8;2015;3
959;2015-08-17;2;17;8;2015;3
960;2015-08-18;3;18;8;2015;3
961;2015-08-19;4;19;8;2015;3
962;2015-08-20;5;20;8;2015;3
963;2015-08-21;6;21;8;2015;3
964;2015-08-22;7;22;8;2015;3
965;2015-08-23;1;23;8;2015;3
966;2015-08-24;2;24;8;2015;3
967;2015-08-25;3;25;8;2015;3
968;2015-08-26;4;26;8;2015;3
969;2015-08-27;5;27;8;2015;3
970;2015-08-28;6;28;8;2015;3
971;2015-08-29;7;29;8;2015;3
972;2015-08-30;1;30;8;2015;3
973;2015-08-31;2;31;8;2015;3
974;2015-09-01;3;1;9;2015;3
975;2015-09-02;4;2;9;2015;3
976;2015-09-03;5;3;9;2015;3
977;2015-09-04;6;4;9;2015;3
978;2015-09-05;7;5;9;2015;3
979;2015-09-06;1;6;9;2015;3
980;2015-09-07;2;7;9;2015;3
981;2015-09-08;3;8;9;2015;3
982;2015-09-09;4;9;9;2015;3
983;2015-09-10;5;10;9;2015;3
984;2015-09-11;6;11;9;2015;3
985;2015-09-12;7;12;9;2015;3
986;2015-09-13;1;13;9;2015;3
987;2015-09-14;2;14;9;2015;3
988;2015-09-15;3;15;9;2015;3
989;2015-09-16;4;16;9;2015;3
990;2015-09-17;5;17;9;2015;3
991;2015-09-18;6;18;9;2015;3
992;2015-09-19;7;19;9;2015;3
993;2015-09-20;1;20;9;2015;3
994;2015-09-21;2;21;9;2015;3
995;2015-09-22;3;22;9;2015;3
996;2015-09-23;4;23;9;2015;3
997;2015-09-24;5;24;9;2015;3
998;2015-09-25;6;25;9;2015;3
999;2015-09-26;7;26;9;2015;3
1000;2015-09-27;1;27;9;2015;3
1001;2015-09-28;2;28;9;2015;3
1002;2015-09-29;3;29;9;2015;3
1003;2015-09-30;4;30;9;2015;3
1004;2015-10-01;5;1;10;2015;4
1005;2015-10-02;6;2;10;2015;4
1006;2015-10-03;7;3;10;2015;4
1007;2015-10-04;1;4;10;2015;4
1008;2015-10-05;2;5;10;2015;4
1009;2015-10-06;3;6;10;2015;4
1010;2015-10-07;4;7;10;2015;4
1011;2015-10-08;5;8;10;2015;4
1012;2015-10-09;6;9;10;2015;4
1013;2015-10-10;7;10;10;2015;4
1014;2015-10-11;1;11;10;2015;4
1015;2015-10-12;2;12;10;2015;4
1016;2015-10-13;3;13;10;2015;4
1017;2015-10-14;4;14;10;2015;4
1018;2015-10-15;5;15;10;2015;4
1019;2015-10-16;6;16;10;2015;4
1020;2015-10-17;7;17;10;2015;4
1021;2015-10-18;1;18;10;2015;4
1022;2015-10-19;2;19;10;2015;4
1023;2015-10-20;3;20;10;2015;4
1024;2015-10-21;4;21;10;2015;4
1025;2015-10-22;5;22;10;2015;4
1026;2015-10-23;6;23;10;2015;4
1027;2015-10-24;7;24;10;2015;4
1028;2015-10-25;1;25;10;2015;4
1029;2015-10-26;2;26;10;2015;4
1030;2015-10-27;3;27;10;2015;4
1031;2015-10-28;4;28;10;2015;4
1032;2015-10-29;5;29;10;2015;4
1033;2015-10-30;6;30;10;2015;4
1034;2015-10-31;7;31;10;2015;4
1035;2015-11-01;1;1;11;2015;4
1036;2015-11-02;2;2;11;2015;4
1037;2015-11-03;3;3;11;2015;4
1038;2015-11-04;4;4;11;2015;4
1039;2015-11-05;5;5;11;2015;4
1040;2015-11-06;6;6;11;2015;4
1041;2015-11-07;7;7;11;2015;4
1042;2015-11-08;1;8;11;2015;4
1043;2015-11-09;2;9;11;2015;4
1044;2015-11-10;3;10;11;2015;4
1045;2015-11-11;4;11;11;2015;4
1046;2015-11-12;5;12;11;2015;4
1047;2015-11-13;6;13;11;2015;4
1048;2015-11-14;7;14;11;2015;4
1049;2015-11-15;1;15;11;2015;4
1050;2015-11-16;2;16;11;2015;4
1051;2015-11-17;3;17;11;2015;4
1052;2015-11-18;4;18;11;2015;4
1053;2015-11-19;5;19;11;2015;4
1054;2015-11-20;6;20;11;2015;4
1055;2015-11-21;7;21;11;2015;4
1056;2015-11-22;1;22;11;2015;4
1057;2015-11-23;2;23;11;2015;4
1058;2015-11-24;3;24;11;2015;4
1059;2015-11-25;4;25;11;2015;4
1060;2015-11-26;5;26;11;2015;4
1061;2015-11-27;6;27;11;2015;4
1062;2015-11-28;7;28;11;2015;4
1063;2015-11-29;1;29;11;2015;4
1064;2015-11-30;2;30;11;2015;4
1065;2015-12-01;3;1;12;2015;4
1066;2015-12-02;4;2;12;2015;4
1067;2015-12-03;5;3;12;2015;4
1068;2015-12-04;6;4;12;2015;4
1069;2015-12-05;7;5;12;2015;4
1070;2015-12-06;1;6;12;2015;4
1071;2015-12-07;2;7;12;2015;4
1072;2015-12-08;3;8;12;2015;4
1073;2015-12-09;4;9;12;2015;4
1074;2015-12-10;5;10;12;2015;4
1075;2015-12-11;6;11;12;2015;4
1076;2015-12-12;7;12;12;2015;4
1077;2015-12-13;1;13;12;2015;4
1078;2015-12-14;2;14;12;2015;4
1079;2015-12-15;3;15;12;2015;4
1080;2015-12-16;4;16;12;2015;4
1081;2015-12-17;5;17;12;2015;4
1082;2015-12-18;6;18;12;2015;4
1083;2015-12-19;7;19;12;2015;4
1084;2015-12-20;1;20;12;2015;4
1085;2015-12-21;2;21;12;2015;4
1086;2015-12-22;3;22;12;2015;4
1087;2015-12-23;4;23;12;2015;4
1088;2015-12-24;5;24;12;2015;4
1089;2015-12-25;6;25;12;2015;4
1090;2015-12-26;7;26;12;2015;4
1091;2015-12-27;1;27;12;2015;4
1092;2015-12-28;2;28;12;2015;4
1093;2015-12-29;3;29;12;2015;4
1094;2015-12-30;4;30;12;2015;4
1095;2015-12-31;5;31;12;2015;4
1096;2016-01-01;6;1;1;2016;1
1097;2016-01-02;7;2;1;2016;1
1098;2016-01-03;1;3;1;2016;1
1099;2016-01-04;2;4;1;2016;1
1100;2016-01-05;3;5;1;2016;1
1101;2016-01-06;4;6;1;2016;1
1102;2016-01-07;5;7;1;2016;1
1103;2016-01-08;6;8;1;2016;1
1104;2016-01-09;7;9;1;2016;1
1105;2016-01-10;1;10;1;2016;1
1106;2016-01-11;2;11;1;2016;1
1107;2016-01-12;3;12;1;2016;1
1108;2016-01-13;4;13;1;2016;1
1109;2016-01-14;5;14;1;2016;1
1110;2016-01-15;6;15;1;2016;1
1111;2016-01-16;7;16;1;2016;1
1112;2016-01-17;1;17;1;2016;1
1113;2016-01-18;2;18;1;2016;1
1114;2016-01-19;3;19;1;2016;1
1115;2016-01-20;4;20;1;2016;1
1116;2016-01-21;5;21;1;2016;1
1117;2016-01-22;6;22;1;2016;1
1118;2016-01-23;7;23;1;2016;1
1119;2016-01-24;1;24;1;2016;1
1120;2016-01-25;2;25;1;2016;1
1121;2016-01-26;3;26;1;2016;1
1122;2016-01-27;4;27;1;2016;1
1123;2016-01-28;5;28;1;2016;1
1124;2016-01-29;6;29;1;2016;1
1125;2016-01-30;7;30;1;2016;1
1126;2016-01-31;1;31;1;2016;1
1127;2016-02-01;2;1;2;2016;1
1128;2016-02-02;3;2;2;2016;1
1129;2016-02-03;4;3;2;2016;1
1130;2016-02-04;5;4;2;2016;1
1131;2016-02-05;6;5;2;2016;1
1132;2016-02-06;7;6;2;2016;1
1133;2016-02-07;1;7;2;2016;1
1134;2016-02-08;2;8;2;2016;1
1135;2016-02-09;3;9;2;2016;1
1136;2016-02-10;4;10;2;2016;1
1137;2016-02-11;5;11;2;2016;1
1138;2016-02-12;6;12;2;2016;1
1139;2016-02-13;7;13;2;2016;1
1140;2016-02-14;1;14;2;2016;1
1141;2016-02-15;2;15;2;2016;1
1142;2016-02-16;3;16;2;2016;1
1143;2016-02-17;4;17;2;2016;1
1144;2016-02-18;5;18;2;2016;1
1145;2016-02-19;6;19;2;2016;1
1146;2016-02-20;7;20;2;2016;1
1147;2016-02-21;1;21;2;2016;1
1148;2016-02-22;2;22;2;2016;1
1149;2016-02-23;3;23;2;2016;1
1150;2016-02-24;4;24;2;2016;1
1151;2016-02-25;5;25;2;2016;1
1152;2016-02-26;6;26;2;2016;1
1153;2016-02-27;7;27;2;2016;1
1154;2016-02-28;1;28;2;2016;1
1155;2016-02-29;2;29;2;2016;1
1156;2016-03-01;3;1;3;2016;1
1157;2016-03-02;4;2;3;2016;1
1158;2016-03-03;5;3;3;2016;1
1159;2016-03-04;6;4;3;2016;1
1160;2016-03-05;7;5;3;2016;1
1161;2016-03-06;1;6;3;2016;1
1162;2016-03-07;2;7;3;2016;1
1163;2016-03-08;3;8;3;2016;1
1164;2016-03-09;4;9;3;2016;1
1165;2016-03-10;5;10;3;2016;1
1166;2016-03-11;6;11;3;2016;1
1167;2016-03-12;7;12;3;2016;1
1168;2016-03-13;1;13;3;2016;1
1169;2016-03-14;2;14;3;2016;1
1170;2016-03-15;3;15;3;2016;1
1171;2016-03-16;4;16;3;2016;1
1172;2016-03-17;5;17;3;2016;1
1173;2016-03-18;6;18;3;2016;1
1174;2016-03-19;7;19;3;2016;1
1175;2016-03-20;1;20;3;2016;1
1176;2016-03-21;2;21;3;2016;1
1177;2016-03-22;3;22;3;2016;1
1178;2016-03-23;4;23;3;2016;1
1179;2016-03-24;5;24;3;2016;1
1180;2016-03-25;6;25;3;2016;1
1181;2016-03-26;7;26;3;2016;1
1182;2016-03-27;1;27;3;2016;1
1183;2016-03-28;2;28;3;2016;1
1184;2016-03-29;3;29;3;2016;1
1185;2016-03-30;4;30;3;2016;1
1186;2016-03-31;5;31;3;2016;1
1187;2016-04-01;6;1;4;2016;2
1188;2016-04-02;7;2;4;2016;2
1189;2016-04-03;1;3;4;2016;2
1190;2016-04-04;2;4;4;2016;2
1191;2016-04-05;3;5;4;2016;2
1192;2016-04-06;4;6;4;2016;2
1193;2016-04-07;5;7;4;2016;2
1194;2016-04-08;6;8;4;2016;2
1195;2016-04-09;7;9;4;2016;2
1196;2016-04-10;1;10;4;2016;2
1197;2016-04-11;2;11;4;2016;2
1198;2016-04-12;3;12;4;2016;2
1199;2016-04-13;4;13;4;2016;2
1200;2016-04-14;5;14;4;2016;2
1201;2016-04-15;6;15;4;2016;2
1202;2016-04-16;7;16;4;2016;2
1203;2016-04-17;1;17;4;2016;2
1204;2016-04-18;2;18;4;2016;2
1205;2016-04-19;3;19;4;2016;2
1206;2016-04-20;4;20;4;2016;2
1207;2016-04-21;5;21;4;2016;2
1208;2016-04-22;6;22;4;2016;2
1209;2016-04-23;7;23;4;2016;2
1210;2016-04-24;1;24;4;2016;2
1211;2016-04-25;2;25;4;2016;2
1212;2016-04-26;3;26;4;2016;2
1213;2016-04-27;4;27;4;2016;2
1214;2016-04-28;5;28;4;2016;2
1215;2016-04-29;6;29;4;2016;2
1216;2016-04-30;7;30;4;2016;2
1217;2016-05-01;1;1;5;2016;2
1218;2016-05-02;2;2;5;2016;2
1219;2016-05-03;3;3;5;2016;2
1220;2016-05-04;4;4;5;2016;2
1221;2016-05-05;5;5;5;2016;2
1222;2016-05-06;6;6;5;2016;2
1223;2016-05-07;7;7;5;2016;2
1224;2016-05-08;1;8;5;2016;2
1225;2016-05-09;2;9;5;2016;2
1226;2016-05-10;3;10;5;2016;2
1227;2016-05-11;4;11;5;2016;2
1228;2016-05-12;5;12;5;2016;2
1229;2016-05-13;6;13;5;2016;2
1230;2016-05-14;7;14;5;2016;2
1231;2016-05-15;1;15;5;2016;2
1232;2016-05-16;2;16;5;2016;2
1233;2016-05-17;3;17;5;2016;2
1234;2016-05-18;4;18;5;2016;2
1235;2016-05-19;5;19;5;2016;2
1236;2016-05-20;6;20;5;2016;2
1237;2016-05-21;7;21;5;2016;2
1238;2016-05-22;1;22;5;2016;2
1239;2016-05-23;2;23;5;2016;2
1240;2016-05-24;3;24;5;2016;2
1241;2016-05-25;4;25;5;2016;2
1242;2016-05-26;5;26;5;2016;2
1243;2016-05-27;6;27;5;2016;2
1244;2016-05-28;7;28;5;2016;2
1245;2016-05-29;1;29;5;2016;2
1246;2016-05-30;2;30;5;2016;2
1247;2016-05-31;3;31;5;2016;2
1248;2016-06-01;4;1;6;2016;2
1249;2016-06-02;5;2;6;2016;2
1250;2016-06-03;6;3;6;2016;2
1251;2016-06-04;7;4;6;2016;2
1252;2016-06-05;1;5;6;2016;2
1253;2016-06-06;2;6;6;2016;2
1254;2016-06-07;3;7;6;2016;2
1255;2016-06-08;4;8;6;2016;2
1256;2016-06-09;5;9;6;2016;2
1257;2016-06-10;6;10;6;2016;2
1258;2016-06-11;7;11;6;2016;2
1259;2016-06-12;1;12;6;2016;2
1260;2016-06-13;2;13;6;2016;2
1261;2016-06-14;3;14;6;2016;2
1262;2016-06-15;4;15;6;2016;2
1263;2016-06-16;5;16;6;2016;2
1264;2016-06-17;6;17;6;2016;2
1265;2016-06-18;7;18;6;2016;2
1266;2016-06-19;1;19;6;2016;2
1267;2016-06-20;2;20;6;2016;2
1268;2016-06-21;3;21;6;2016;2
1269;2016-06-22;4;22;6;2016;2
1270;2016-06-23;5;23;6;2016;2
1271;2016-06-24;6;24;6;2016;2
1272;2016-06-25;7;25;6;2016;2
1273;2016-06-26;1;26;6;2016;2
1274;2016-06-27;2;27;6;2016;2
1275;2016-06-28;3;28;6;2016;2
1276;2016-06-29;4;29;6;2016;2
1277;2016-06-30;5;30;6;2016;2
1278;2016-07-01;6;1;7;2016;3
1279;2016-07-02;7;2;7;2016;3
1280;2016-07-03;1;3;7;2016;3
1281;2016-07-04;2;4;7;2016;3
1282;2016-07-05;3;5;7;2016;3
1283;2016-07-06;4;6;7;2016;3
1284;2016-07-07;5;7;7;2016;3
1285;2016-07-08;6;8;7;2016;3
1286;2016-07-09;7;9;7;2016;3
1287;2016-07-10;1;10;7;2016;3
1288;2016-07-11;2;11;7;2016;3
1289;2016-07-12;3;12;7;2016;3
1290;2016-07-13;4;13;7;2016;3
1291;2016-07-14;5;14;7;2016;3
1292;2016-07-15;6;15;7;2016;3
1293;2016-07-16;7;16;7;2016;3
1294;2016-07-17;1;17;7;2016;3
1295;2016-07-18;2;18;7;2016;3
1296;2016-07-19;3;19;7;2016;3
1297;2016-07-20;4;20;7;2016;3
1298;2016-07-21;5;21;7;2016;3
1299;2016-07-22;6;22;7;2016;3
1300;2016-07-23;7;23;7;2016;3
1301;2016-07-24;1;24;7;2016;3
1302;2016-07-25;2;25;7;2016;3
1303;2016-07-26;3;26;7;2016;3
1304;2016-07-27;4;27;7;2016;3
1305;2016-07-28;5;28;7;2016;3
1306;2016-07-29;6;29;7;2016;3
1307;2016-07-30;7;30;7;2016;3
1308;2016-07-31;1;31;7;2016;3
1309;2016-08-01;2;1;8;2016;3
1310;2016-08-02;3;2;8;2016;3
1311;2016-08-03;4;3;8;2016;3
1312;2016-08-04;5;4;8;2016;3
1313;2016-08-05;6;5;8;2016;3
1314;2016-08-06;7;6;8;2016;3
1315;2016-08-07;1;7;8;2016;3
1316;2016-08-08;2;8;8;2016;3
1317;2016-08-09;3;9;8;2016;3
1318;2016-08-10;4;10;8;2016;3
1319;2016-08-11;5;11;8;2016;3
1320;2016-08-12;6;12;8;2016;3
1321;2016-08-13;7;13;8;2016;3
1322;2016-08-14;1;14;8;2016;3
1323;2016-08-15;2;15;8;2016;3
1324;2016-08-16;3;16;8;2016;3
1325;2016-08-17;4;17;8;2016;3
1326;2016-08-18;5;18;8;2016;3
1327;2016-08-19;6;19;8;2016;3
1328;2016-08-20;7;20;8;2016;3
1329;2016-08-21;1;21;8;2016;3
1330;2016-08-22;2;22;8;2016;3
1331;2016-08-23;3;23;8;2016;3
1332;2016-08-24;4;24;8;2016;3
1333;2016-08-25;5;25;8;2016;3
1334;2016-08-26;6;26;8;2016;3
1335;2016-08-27;7;27;8;2016;3
1336;2016-08-28;1;28;8;2016;3
1337;2016-08-29;2;29;8;2016;3
1338;2016-08-30;3;30;8;2016;3
1339;2016-08-31;4;31;8;2016;3
1340;2016-09-01;5;1;9;2016;3
1341;2016-09-02;6;2;9;2016;3
1342;2016-09-03;7;3;9;2016;3
1343;2016-09-04;1;4;9;2016;3
1344;2016-09-05;2;5;9;2016;3
1345;2016-09-06;3;6;9;2016;3
1346;2016-09-07;4;7;9;2016;3
1347;2016-09-08;5;8;9;2016;3
1348;2016-09-09;6;9;9;2016;3
1349;2016-09-10;7;10;9;2016;3
1350;2016-09-11;1;11;9;2016;3
1351;2016-09-12;2;12;9;2016;3
1352;2016-09-13;3;13;9;2016;3
1353;2016-09-14;4;14;9;2016;3
1354;2016-09-15;5;15;9;2016;3
1355;2016-09-16;6;16;9;2016;3
1356;2016-09-17;7;17;9;2016;3
1357;2016-09-18;1;18;9;2016;3
1358;2016-09-19;2;19;9;2016;3
1359;2016-09-20;3;20;9;2016;3
1360;2016-09-21;4;21;9;2016;3
1361;2016-09-22;5;22;9;2016;3
1362;2016-09-23;6;23;9;2016;3
1363;2016-09-24;7;24;9;2016;3
1364;2016-09-25;1;25;9;2016;3
1365;2016-09-26;2;26;9;2016;3
1366;2016-09-27;3;27;9;2016;3
1367;2016-09-28;4;28;9;2016;3
1368;2016-09-29;5;29;9;2016;3
1369;2016-09-30;6;30;9;2016;3
1370;2016-10-01;7;1;10;2016;4
1371;2016-10-02;1;2;10;2016;4
1372;2016-10-03;2;3;10;2016;4
1373;2016-10-04;3;4;10;2016;4
1374;2016-10-05;4;5;10;2016;4
1375;2016-10-06;5;6;10;2016;4
1376;2016-10-07;6;7;10;2016;4
1377;2016-10-08;7;8;10;2016;4
1378;2016-10-09;1;9;10;2016;4
1379;2016-10-10;2;10;10;2016;4
1380;2016-10-11;3;11;10;2016;4
1381;2016-10-12;4;12;10;2016;4
1382;2016-10-13;5;13;10;2016;4
1383;2016-10-14;6;14;10;2016;4
1384;2016-10-15;7;15;10;2016;4
1385;2016-10-16;1;16;10;2016;4
1386;2016-10-17;2;17;10;2016;4
1387;2016-10-18;3;18;10;2016;4
1388;2016-10-19;4;19;10;2016;4
1389;2016-10-20;5;20;10;2016;4
1390;2016-10-21;6;21;10;2016;4
1391;2016-10-22;7;22;10;2016;4
1392;2016-10-23;1;23;10;2016;4
